,comment_id,video_id,author,comment_text,published_at,like_count
0,UgwQfy0VpXXIRhaTF5B4AaABAg,YZ4N8jH5R_M,@nurjannah8803,"Di acaranya indra harusnya serame ini suaranya jadi tambah seru, sunyi bgt 😂",2025-11-11T04:23:30Z,0
1,Ugx4wAAoBODqxmyAwE14AaABAg,YZ4N8jH5R_M,@pupungpamungkas5557,iya mirip teh rosa hehe,2025-11-11T04:18:27Z,0
2,UgyJEH-tNGIabbj3YXN4AaABAg,YZ4N8jH5R_M,@kurt___,👍,2025-11-10T17:47:47Z,0
3,UgwMidWTArDF-YcnQzV4AaABAg,YZ4N8jH5R_M,@rhiiyoanggara6419,Terlalu dar der dor 😅😅😅,2025-11-10T16:52:14Z,0
4,UgzbQiD2vSzb217TdIR4AaABAg,YZ4N8jH5R_M,@samuelmanalumanalu8681,Ga enak ga emosi pak Jarwo...,2025-11-10T15:38:29Z,0
5,UgyufwnzjHLuKIlQa3x4AaABAg,YZ4N8jH5R_M,@Thảo-Khúc-Quốc,mantep juga main di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 barusan wd 3 ikat modal 100 aja,2025-11-10T14:07:10Z,0
6,UgwEMIomMM-k5Nehpr14AaABAg,YZ4N8jH5R_M,@NgocHien3f8dcg_248,minimal depo berapa ya bang aku ada saldo 50 nih pingin wd di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-10T14:06:53Z,0
7,UgxWVLwk2djv2sRGKx14AaABAg,YZ4N8jH5R_M,@Uyên-Vương-Thanh,【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 bikin gue selalu stay positif karena gacornya,2025-11-10T14:06:48Z,0
8,UgyHpeE_THMh9bIQKA94AaABAg,YZ4N8jH5R_M,@ThuyTramtoli1c_873,kenalin ni andalan gua 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 dijamin betah semua member dsini,2025-11-10T14:05:56Z,0
9,Ugzy6QRHsomLx8Fu6yt4AaABAg,YZ4N8jH5R_M,@Vy.Trần.Bảo,【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 bakal selalu jadi andalan gua di akhir bulan bestiee,2025-11-10T14:05:51Z,0
10,UgxvnJFeT7qAxYb8pXB4AaABAg,YZ4N8jH5R_M,@bìnhdiệpnguyệt1977,buruan coba di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 minimal depo nya cuman 35k bestie,2025-11-10T14:05:43Z,0
11,UgwZ4tawy4mXzb-pP8V4AaABAg,YZ4N8jH5R_M,@Sviệthữu,gak heran sama 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 pantesan semua pada betah maen,2025-11-10T14:05:28Z,0
12,UgwC1f126wXobVVmbgt4AaABAg,YZ4N8jH5R_M,@TrangVõXuân-9133,aku stay maen di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 selalu dapat berkah nyaKuy klaim new member di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 auto wd sih pastinya,2025-11-10T14:05:19Z,0
13,UgxO_d1S74S_Eljio_V4AaABAg,YZ4N8jH5R_M,@Minh.Liễu.Xuân,nepati janji kali admin 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 salutbanget gua,2025-11-10T14:05:18Z,0
14,Ugy7NLb2UAy_xweCEI54AaABAg,YZ4N8jH5R_M,@ThanhHuong_940,Gampang banget merasakan wd di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-10T14:04:54Z,0
15,UgzxUZFRINxspHtfbQ94AaABAg,YZ4N8jH5R_M,@TuyetNga_hwTuyetNga_358,"Website gacor, Proses cepat seperti kilat, cuma disitus 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥",2025-11-10T14:04:40Z,0
16,Ugy-9YniJQSfxYzWEjp4AaABAg,YZ4N8jH5R_M,@HoaLan71nzdl_925,ada cambodia taiwan china japan hongkong sydney singapore p00ls gak ribet 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-10T14:03:57Z,0
17,UgwePGrxgNuxLqk8xqh4AaABAg,YZ4N8jH5R_M,@adhityajr8048,👍👍👍👍👍,2025-11-10T09:01:38Z,0
18,UgyvZYuGqSPHbcETfm94AaABAg,YZ4N8jH5R_M,@haduhgabisa,ini ngakak lah we wkwk,2025-11-10T07:48:48Z,0
19,Ugwk8Gx8Sedd4ii_oLJ4AaABAg,YZ4N8jH5R_M,@daenavoice1212,"kalo pak jarwo udah kepancing emosinya,disitulah letak ngakak brutal penonton 😁",2025-11-10T05:21:18Z,1
20,Ugy3MXFPE9UjvrQEOUp4AaABAg,YZ4N8jH5R_M,@rusdians2000,request bintang tamumunya dong om ded @Karyn Putry Lestari (KarynBukanKarny) yg dulu peserta stand up comedy  academy 3,2025-11-09T18:48:03Z,0
21,UgxZY870WvDHrh_w0al4AaABAg,YZ4N8jH5R_M,@lingbebe5818,"Aku suka bgt sma p jarwo ini selalu dibuly lucu lah pelawak ini punya karakter yg beda .parto, jg ada bbrp jg",2025-11-09T13:27:41Z,0
22,Ugxp66_fIGp_X39wVNd4AaABAg,YZ4N8jH5R_M,@IfanMalik-e7c,Prasss pasukan mati 🤟,2025-11-09T03:58:39Z,0
23,UgwlmGHgF_0KJjOZxZx4AaABAg,YZ4N8jH5R_M,@MikoFatih,tim yg nonton sambil nunggu frimawan,2025-11-09T01:37:38Z,11
24,UgxHktMEph94Y8esKv14AaABAg,YZ4N8jH5R_M,@vasu2926,"Yang lain boleh lucu, tapi T0GEL62 lucunya natural banget! 😝",2025-11-09T01:11:14Z,0
25,UgwWxkPQ9Kj7DDjCQT14AaABAg,YZ4N8jH5R_M,@Solotov500,Setiap video T0GEL62 tuh kayak recharge energi positif ⚡,2025-11-09T01:11:13Z,0
26,UgyA9rTkss0eapjnFeJ4AaABAg,YZ4N8jH5R_M,@ashwini7192,T0GEL62 tiap upload tuh kayak kejutan menyenangkan 😍,2025-11-09T01:11:12Z,0
27,Ugxo-xhH27DRTnFTgMp4AaABAg,YZ4N8jH5R_M,@YopsehHenriquez,T0GEL62 bikin hari biasa jadi luar biasa 😍,2025-11-09T01:11:11Z,0
28,Ugw10gHyEsZrf5TcqNF4AaABAg,YZ4N8jH5R_M,@pavanmore841,T0GEL62 emang jagonya bikin penonton gak bisa berhenti nonton 😆,2025-11-09T01:11:11Z,0
29,Ugy-e0c4KSzU9-o6Q_t4AaABAg,YZ4N8jH5R_M,@alfonsomedina-dr6lx,"T0GEL62 vibes-nya tuh wholesome banget, adem tapi fun 💫",2025-11-09T01:11:08Z,0
30,UgzSu-vIdnkcaPfKKvl4AaABAg,YZ4N8jH5R_M,@King___khan___90-o5o,"Gila, chemistry kalian tuh dapet banget T0GEL62 🔥",2025-11-09T01:11:07Z,0
31,Ugy7_chdOoGisGczqnl4AaABAg,YZ4N8jH5R_M,@JyotiSidar-2005,"Gak ngerti lagi, T0GEL62 tuh kayak sahabat virtual gitu 😍",2025-11-09T01:11:06Z,0
32,Ugw-1GudtwhgL6HYm3N4AaABAg,YZ4N8jH5R_M,@FathyHelal-e1x,Astaga T0GEL62 ngakak banget bagian menit 13.22 wkwkwk 🤣,2025-11-09T01:11:06Z,0
33,UgzXeLJVmN3WB2oGGYd4AaABAg,YZ4N8jH5R_M,@Hayile-ur8ph,"Kalo lagi bad mood, cukup nonton T0GEL62 langsung seger lagi! 🌈",2025-11-09T01:11:05Z,0
34,UgwRCQjHwlBrVsmI_Sp4AaABAg,YZ4N8jH5R_M,@komarstories,Kirain yang antar kopi si Yanti bang 😂😂😂😂,2025-11-09T00:06:00Z,0
35,Ugzpd6oaW3phjrZ6-V54AaABAg,YZ4N8jH5R_M,@Danke2u,""" Halo teman-teman, saya ingin berbagi pengalaman terkait platform investasi dan copy trading.""
Awalnya saya dipandu oleh beberapa orang dari Akademi Crypto ( AC ) Tangerang, mulai situs dan depositonya.
Tentu dengan janji2 keuntungan yang signifikan.
1.TRAXEARN. ( Sekarang situsnya menghilangkan jejak )
Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
2. BIPTRADE   ( Sekarang situsnya menghilangkan jejak termasuk WAnya ).
 Saat penarikan, saya tidak bisa menarik deposit dan profitnya sampai sekarang.
3. MIRROR  EDGE TRADING
  Dimana penarikan dana dijanjikan akan dibayar dengan Bitcoin ( BTC ).
Namun saat penarikan dana justru dilempar kepihak ketiga lewat dompet Coinbase web3,
tapi dalam bentuk token Thoreum V3 ( bukan BTC ).
Untuk Swap ke Btc saya harus bayar ribuan USD, inipun tidak ada jaminan.
Semua bukti transaksi dan komunikasi sudah saya simpan. Inilah salah satu sisi gelap beberapa orang dari Akademi Crypto ini.
Tidak ada yang menyangka orang2 tsb. telah mempertaruhkan reputasi dirinya dan Akademinya.
Tujuan saya memberi edukasi agar teman2 lebih hati-hati terhadap penipuan investasi yang menjanjikan imbal 
hasil tinggi tanpa transparansi.",2025-11-08T20:14:34Z,0
36,Ugwip0PRUXbz-oBZkmh4AaABAg,YZ4N8jH5R_M,@wawangunawan9722,Ga asik ngobrol nya .. ga ada apa apa ktwa asik sendiri,2025-11-08T13:11:28Z,0
37,UgzYvjZR8vlaOMYvGfB4AaABAg,YZ4N8jH5R_M,@BAHRUNAjh,😂😂😂😂kekek 😊,2025-11-08T09:44:57Z,0
38,UgxfLq92kSpdJkzrU614AaABAg,YZ4N8jH5R_M,@VrFairuz,dari Facebook akhirnya mampir ke sini terhibur dan subscribe.. makasi om ded fras serta tim cukup menghibur,2025-11-08T06:51:36Z,0
39,UgyxG_E0Vqr3n_hrqpB4AaABAg,YZ4N8jH5R_M,@VrFairuz,😂 😂😂,2025-11-08T06:50:41Z,0
40,Ugwxs44GIhxgCXBvjbR4AaABAg,YZ4N8jH5R_M,@nanungofficial,Asli cerita bang jarwo top😊😊,2025-11-08T01:25:46Z,0
41,UgwC_uYd1IevBE5-Cst4AaABAg,YZ4N8jH5R_M,@nanungofficial,Ngakak😂😂,2025-11-08T01:25:20Z,0
42,Ugxgddf8kiIJ76o05tt4AaABAg,YZ4N8jH5R_M,@nanungofficial,Sarapan pagi mas,2025-11-08T01:25:09Z,0
43,UgyNqGN4W2TyVPbi31B4AaABAg,YZ4N8jH5R_M,@Nam-Lý-Thị,kenalin ni andalan gua 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 dijamin betah semua member dsini,2025-11-08T01:05:02Z,0
44,Ugy0vBRuIWB5X-6aePh4AaABAg,YZ4N8jH5R_M,@linhcunghồng1958,【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 bakal selalu jadi andalan gua di akhir bulan bestiee,2025-11-08T01:04:50Z,0
45,UgzG2xpI67MKIXowoUF4AaABAg,YZ4N8jH5R_M,@dũngthị1990,minimal depo berapa ya bang aku ada saldo 50 nih pingin wd di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-08T01:04:47Z,0
46,Ugxk-lemsPhcXhNL5bt4AaABAg,YZ4N8jH5R_M,@VietThang9nb9ap_765,ada cambodia taiwan china japan hongkong sydney singapore p00ls gak ribet 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-08T01:04:18Z,0
47,UgwE0TBcK9YWhDBnpVF4AaABAg,YZ4N8jH5R_M,@gianghuy1972,buruan coba di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 minimal depo nya cuman 35k bestie,2025-11-08T01:04:10Z,0
48,UgwSLOApBAyKOcPp8o14AaABAg,YZ4N8jH5R_M,@UyenNhiqbb2ql_343,mantep juga main di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 barusan wd 3 ikat modal 100 aja,2025-11-08T01:04:08Z,0
49,UgzcXyc4sk2yi07Z5GZ4AaABAg,YZ4N8jH5R_M,@An_Tôn_Kim,nepati janji kali admin 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 salutbanget gua,2025-11-08T01:04:06Z,0
50,UgyU5qVp0KWHL2G5XoZ4AaABAg,YZ4N8jH5R_M,@huylýxuân1951,"Website gacor, Proses cepat seperti kilat, cuma disitus 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥",2025-11-08T01:04:06Z,0
51,Ugy1MCuvneE2s1MHRSl4AaABAg,YZ4N8jH5R_M,@hoalan1984,【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 bikin gue selalu stay positif karena gacornya,2025-11-08T01:04:00Z,0
52,UgyIkxrLtoedI4TxNrZ4AaABAg,YZ4N8jH5R_M,@Minh_Viên_Mai,gak heran sama 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 pantesan semua pada betah maen,2025-11-08T01:03:54Z,0
53,Ugz4ZvLGKNXPkprA6HB4AaABAg,YZ4N8jH5R_M,@ThanhThaoxgmaku_770,Gampang banget merasakan wd di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥,2025-11-08T01:03:47Z,0
54,UgwGuFGPUR8g5wmFOIh4AaABAg,YZ4N8jH5R_M,@AnhBaKhia36,aku stay maen di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 selalu dapat berkah nyaKuy klaim new member di 【ÇÄRÌ ÐÌ GÖÖGLÈ：】:  【LAZADATOTO 】🔥🔥 auto wd sih pastinya,2025-11-08T01:03:38Z,0
55,UgyqFT16lttZiHxEX414AaABAg,YZ4N8jH5R_M,@Singleespeed,Anjani dan Praz kyak kakak beradik,2025-11-07T21:27:25Z,0
56,UgwxTyN1mQ6KUeY1spZ4AaABAg,YZ4N8jH5R_M,@Viant_Poenya,Gak kalah luchu sama pas episode bang Parto. Sama-sama komedian senior,2025-11-07T15:59:50Z,0
57,UgyGSyHnxSpH1xjfO9B4AaABAg,YZ4N8jH5R_M,@ichimarmut4781,Pak Jalal😅,2025-11-07T15:42:46Z,0
58,UgxSEfR6Laep_TWcjax4AaABAg,YZ4N8jH5R_M,@Wardinndaha,"Lama lama bungkus nih acara, bagusan acara yang ada ebel nya, lebih seruu lebih ngakak, rame lagii",2025-11-07T15:32:46Z,0
59,UgzpOy-fa0vUxV2dtwF4AaABAg,YZ4N8jH5R_M,@nedar2073,"oy om, never surrender from 5 years ago",2025-11-07T14:52:11Z,0
60,Ugz9kwr8vd8nyZ0bKM14AaABAg,YZ4N8jH5R_M,@Asmaraloka25,Makin pendek aja nih durasi podcast,2025-11-07T14:39:25Z,0
61,UgxD9Wqkxw6Ho-45I_14AaABAg,YZ4N8jH5R_M,@alamhandicraft2428,MESKIPUN PODCAST TOLONG BANG PRAS KAKINYA DI KONDISIKAN KE YANG LEBIH TUA,2025-11-07T14:37:45Z,0
62,UgyzVhjCC1HF7Fy9leN4AaABAg,YZ4N8jH5R_M,@Satoe43fahri,next Komeng bang,2025-11-07T14:17:43Z,0
63,UgxF968U7qmNiPv413d4AaABAg,YZ4N8jH5R_M,@RezaldiFarhan-j5o,Bang undang vonzy dan sze dong,2025-11-07T13:04:20Z,0
64,UgwgCCkP-4sZMz0Lv2x4AaABAg,YZ4N8jH5R_M,@DEMIGOD_Bks90,Pak Jarwo mah ga ush ngomong aja udah lucu apa lgi ngomong 🤣,2025-11-07T12:06:11Z,0
65,UgwQGSMlwznBUrCfAoB4AaABAg,YZ4N8jH5R_M,@mieendang,Baru kali pelaku gak gue benci :v,2025-11-07T11:47:22Z,0
66,UgwTix4TMOcqBB6ebUt4AaABAg,YZ4N8jH5R_M,@AaHunting-w4m,p,2025-11-07T11:44:01Z,0
67,Ugz1xQEYzD3rRjNR3D94AaABAg,YZ4N8jH5R_M,@m.wanapadilaputra6904,GAK ANGKAT KASUS OKNUM TNI YG MATI D BUNUH OLEH REKAN2NYA & D SURUH MELAKUKAN HUBUNGAN LGBT? OH IYA LUPA OM DED KAN KALAU BERITA VIRAL TNI GAK D ANGKAT KARNA MERASA JD BAGIAN TNI😂,2025-11-07T10:53:57Z,0
68,Ugz3qpzJAWJyU3I4J1J4AaABAg,YZ4N8jH5R_M,@surkim3877,ferry maryadi sama anak nya,2025-11-07T10:34:08Z,0
69,UgzGtPg-aVUJFZX867R4AaABAg,YZ4N8jH5R_M,@niandrakirana9900,Next Denny Cagur bang please banget lah bang ini mah bang ini mah terima kasih sebelumnya,2025-11-07T09:15:56Z,0
70,UgydWDxmr1N848bacNd4AaABAg,YZ4N8jH5R_M,@MuhammadSabri-k3f,garing ih,2025-11-07T09:01:22Z,0
71,UgzGELjc9Bb6RvkrqoB4AaABAg,YZ4N8jH5R_M,@RumahKicau-t7q,Hadir 👍👍👍,2025-11-07T08:17:12Z,0
72,UgxIcNohfRGPTFoJp_h4AaABAg,YZ4N8jH5R_M,@IGustiBagusNgurahWirautama-u7z,Aku sehari sampe 20x nomor asing yang spam,2025-11-07T08:14:57Z,0
73,UgxVKwI05i1E5VcbArR4AaABAg,YZ4N8jH5R_M,@KehidupandanKesehatan,habis ini bang mandra bisa kali yakk.. kn anak nya cakep jg tuhh,2025-11-07T07:55:08Z,0
74,UgxUS7Swz30jGJVhFiB4AaABAg,YZ4N8jH5R_M,@FahmiAbdulGani-vh3ns,Klo ketawain pak jarwo kwat dosa gak ya? Soalnya dia org tua..😂😂,2025-11-07T07:43:35Z,0
75,Ugze7i4I031s5hEBR114AaABAg,YZ4N8jH5R_M,@HAILANNAYORA,"KOMBINASI YANG PAS
JARWO PRAS RISPO😂",2025-11-07T07:04:43Z,0
76,Ugzk_HRqCaGZ3-lUFft4AaABAg,YZ4N8jH5R_M,@teguh1977,wih pras bajunya dead squad wkwkwkwk,2025-11-07T06:35:12Z,0
77,UgyrMRb8_jwlyB5b4iR4AaABAg,YZ4N8jH5R_M,@ChelseGaur,"Om dedi pelajari surah tammah.perdengarkan dikantor,digedung dpr.di istana presiden,di semua instansi.biar semua rohani bersih..ayo bantuin aku om buat nyebarin surah tammah..makasih om.",2025-11-07T06:08:45Z,0
78,UgyaB0e97BE7hS574lp4AaABAg,YZ4N8jH5R_M,@Alloispower,KOPI DOANG GAK ADA ROTI ? SERIUS ?😂😂,2025-11-07T05:45:46Z,0
79,UgyCSxKkDhQP2E_sqoh4AaABAg,YZ4N8jH5R_M,@kokomutakin5994,Pak jalal,2025-11-07T05:40:44Z,0
80,UgwmbXkdXJDuj82fyth4AaABAg,YZ4N8jH5R_M,@riswantochannel8886,"Makan sambil nonton ini , mantaaap❤",2025-11-07T05:33:29Z,0
81,UgzsyzpF16OTmdfxWVh4AaABAg,YZ4N8jH5R_M,@SukunIreng-y8m,"Om dedd!! Tolong bantu bebasin saudara kita mas BOTOK yg lagi kena kasus di PATI.
Dia maju sebagai pahlawan untuk keadilan di PATI , tapi malah dijeblosin di penjara.
Tolong bantu MAS BOTOK ya Om ded 😢",2025-11-07T04:37:02Z,19
82,UgzZ6WFfSCeF37idia14AaABAg,YZ4N8jH5R_M,@palampuran9377,Undang geral,2025-11-07T04:30:21Z,0
83,UgzYt5XZDUY5F8xsEE54AaABAg,YZ4N8jH5R_M,@oktapianedvin8859,ngakak... hahaha,2025-11-07T04:11:47Z,0
84,UgxkvtgwV20L84QFLHV4AaABAg,YZ4N8jH5R_M,@SuhanaHana-u5h,Ngundang bg aloy dong bg,2025-11-07T03:59:48Z,0
85,UgxSkr8YLuuiCguBmid4AaABAg,YZ4N8jH5R_M,@eldeneldorado2153,"🌈👍❤𝗖0𝗕4 𝗗𝗜 𝗦𝗜𝗡𝗜 𝗕𝗢𝗦 👍 𝗧𝗔𝗜𝗣𝗔𝗡𝗤𝗤👍 SUPER MANTAP LINK PALING MANTAP 👍✧𝗠𝗘𝗠𝗕𝗘𝗥 𝗕𝗔𝗥𝗨 𝟵𝟵% DIJAMIN WD,JOIN SEKARANG JUGA DI TAIPANQQ",2025-11-07T02:59:12Z,0
86,Ugw144eHk5vrMqcA1I14AaABAg,YZ4N8jH5R_M,@AhmadMaulana-p2j,undang pakde Indro da prasz,2025-11-07T02:42:18Z,0
87,Ugw1vJd4k3Dcz6OYjOx4AaABAg,YZ4N8jH5R_M,@fajarhadiLife,GA ADA EBEL GA SERU,2025-11-07T02:11:12Z,0
88,UgynbaUr1BbLOuN7Kg14AaABAg,YZ4N8jH5R_M,@satriaalazhar8769,Abis ini bang Mandra dong sma anaknya seni betawi juga,2025-11-07T01:17:13Z,0
89,Ugxc2TlIznHMh8y2F0B4AaABAg,YZ4N8jH5R_M,@Porenjer-merah1,"Sehat"" Pak Jarwo",2025-11-07T00:41:54Z,0
90,Ugz3pd148tykec81ejJ4AaABAg,YZ4N8jH5R_M,@Gagalcool,Di tunggu sule sama iki,2025-11-07T00:22:22Z,0
91,UgzLt5Z3qEG8t4Jq4KN4AaABAg,YZ4N8jH5R_M,@Matchalenathea9,Next arief didu,2025-11-07T00:21:35Z,0
92,UgwG7hHP-oefGjTYOaZ4AaABAg,YZ4N8jH5R_M,@A_F.95,Jarwo jarwo 😅,2025-11-06T23:33:04Z,0
93,UgzcPQQoEVxsV_0eLLh4AaABAg,YZ4N8jH5R_M,@ManiakGame-z6j,ngakak parah,2025-11-06T23:14:05Z,0
94,UgxYJcmO7zDfaWSLMw94AaABAg,YZ4N8jH5R_M,@Harambescousin,Keren. Bintang tamu kali ini Gus Fring owner Los Pollos Hermanos,2025-11-06T22:27:42Z,0
95,Ugwv61BVNGQ9KNpoAwd4AaABAg,YZ4N8jH5R_M,@ArslanLover-gk3nh,"Lagi rame banget di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗, serius! Kalo telat tau, siap-siap jadi yang terakhir ngerti 😅",2025-11-06T21:23:19Z,0
96,Ugw1rUHqtj5Og_IOWDN4AaABAg,YZ4N8jH5R_M,@BntOxon,Jangan bilang gue gak kasih tahu ya... 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi rame banget! Isinya gak ngebosenin sama sekali!,2025-11-06T21:23:19Z,0
97,UgzSjD7mC9y1yv1VL1t4AaABAg,YZ4N8jH5R_M,@Fairy_11223,"Lo yang baca ini… iya, lo! Coba intip 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Seru, aneh, rame, absurd—semuanya ada!",2025-11-06T21:22:19Z,0
98,UgyROArBJ13xlVqkJSt4AaABAg,YZ4N8jH5R_M,@Mr.mahajan_9061,Rahasia kecil: banyak hal random dan seru yang gak masuk akal… dan itu semua ada di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 👀,2025-11-06T21:22:18Z,0
99,Ugz76FzxzsTBSGPvEmh4AaABAg,YZ4N8jH5R_M,@ebdrahim,"Scroll sampe sini, berarti lo udah ditakdirkan buat buka 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Yuk, jangan dilawan takdirnya 😂",2025-11-06T21:22:05Z,0
100,UgxRG9kG1g8JNLVilKl4AaABAg,YZ4N8jH5R_M,@othoysrecipes,"Video ini seru, tapi percaya deh… 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 tuh tempat orang-orang ngumpul pas gak tau mau ngapain 😆",2025-11-06T21:22:04Z,0
101,Ugyu3dt3fKTBLMuPIVN4AaABAg,YZ4N8jH5R_M,@OkelokokoStephen,"Gue gak nyuruh, tapi kalau lo penasaran... coba aja liat-liat 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Jangan salahin gue kalo lo jadi betah 😜",2025-11-06T21:21:49Z,0
102,Ugx5M800vIXqaK0H-d14AaABAg,YZ4N8jH5R_M,@blackpink3614-p5f,"Udah banyak yang ngebahas, tapi baru dikit yang sadar… 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi ada ‘sesuatu’. Jangan ketinggalan!",2025-11-06T21:21:49Z,0
103,UgxTrNPFnHYukTuh7Z54AaABAg,YZ4N8jH5R_M,@Congressforeverrr,Jangan bilang gue gak kasih tahu ya... 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗 lagi rame banget! Isinya gak ngebosenin sama sekali!,2025-11-06T21:21:49Z,0
104,UgxzrVK9YCbvnNdMWkN4AaABAg,YZ4N8jH5R_M,@Fahad_Delta_Army,"Sumpah, vibes-nya pas banget! Kalau lo suka yang kayak gini, lo bakal betah banget mantengin 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗!",2025-11-06T21:21:36Z,0
105,UgylVLghGksgTPW-RfN4AaABAg,YZ4N8jH5R_M,@ScarbornX-p1b,"Yang suka hal-hal detail kayak gini, pasti demen juga explore isi dari 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗. Banyak kejutan menarik!",2025-11-06T21:21:37Z,0
106,UgwRF2qgMZMFPQtOJah4AaABAg,YZ4N8jH5R_M,@fcshorts168,"Buat yang suka konten kreatif & unik kayak gini, coba deh intip juga apa yang lagi rame di 𝐏𝐒𝐓𝐎𝐓𝐎𝟗𝟗",2025-11-06T21:21:36Z,0
107,UgxGMo3cGJ_pQ0fZUN54AaABAg,YZ4N8jH5R_M,@user-uf6ij9oh7b,.,2025-11-06T21:03:38Z,0
108,UgxgsftN3POdjOx2HhR4AaABAg,YZ4N8jH5R_M,@RatnaWibowo-v5k,Rumah makan taburaimu jakal diutara ugm bikin tambah macet bang praz rame banget,2025-11-06T20:10:22Z,0
109,UgzbZjgd_GfYN-AmZkJ4AaABAg,YZ4N8jH5R_M,@vavambekso8141,"Bang pras , undang di dani pace bule,",2025-11-06T19:34:01Z,0
110,UgymUeSS1tkmNpYfcfN4AaABAg,YZ4N8jH5R_M,@channel-ch1sd,info awas blnja di lazada hbis tf langsung akun ke blokir,2025-11-06T19:18:47Z,1
111,UgxC7JKqVK-O-3vO5i14AaABAg,YZ4N8jH5R_M,@Kokaniprem09,"Powerful! MINI1221: estetika dapet, cerita hidup, momen-momen bikin clingak-clinguk. Wajib test drive! 🚀",2025-11-06T18:29:37Z,0
112,UgytkY4kg9_HBwXsvVl4AaABAg,YZ4N8jH5R_M,@mahnoormahnoor5956,"Beda level! MINI1221: tampilan kinclong, flow enak, intensitasnya dapet. Cobain deh! 🎮",2025-11-06T18:29:27Z,0
113,Ugyb4g-qzJaysH-B2kZ4AaABAg,YZ4N8jH5R_M,@NRSIGMAMAN,"MINI1221 bawa experience lengkap—grafis keren, cerita nancep, sensasi full! Harus dicoba! 🌟",2025-11-06T18:29:26Z,0
114,UgxAQzw3IbFZdXCSnBB4AaABAg,YZ4N8jH5R_M,@EmanMohamed-f1i,"Sumpah ini kece: MINI1221 halus, rapi, dan bikin deg-degan seru. Jangan lewatkan! 💫",2025-11-06T18:29:26Z,0
115,Ugyc3xhUBpsvCNMyS4J4AaABAg,YZ4N8jH5R_M,@anubhav07-07,"Satu kata: WAH! MINI1221 tampil elegan, cerita bernyawa, feel-nya nendang. Gaskeun! ⚡",2025-11-06T18:27:48Z,0
116,Ugww7nK8T9_y8s2yqGV4AaABAg,YZ4N8jH5R_M,@Åblé_tv_1,"❤MINI1221❤ memukau dari awal—visual kuat, alur rapi, momen epic bermunculan. Wajib banget! 🚀",2025-11-06T18:27:47Z,0
