Author,Komentar,Prediksi,Score,Raw_Prob,Metode,Is_Judol
@RizkaAnandaputri-nl1us,Minimal klu prank ganti Nike name,🟢 AMAN,14.8%,0.14825205868811003,Weighted Average,0
@asyifanrlptr,pran pascol bg🗿,🟢 AMAN,6.7%,0.06745914633826777,Weighted Average,0
@Joksus69,"katak bizher udah gak jadi bandar judol, skrg jadi player fanny 🤣🤣🤣🙏",🟢 AMAN,7.8%,0.07834531373975673,Weighted Average,0
@acengganteng2001,"Skylar respect aja si
Keliatan muka nya dibuat buat kagum, padahal mah banyak freestyle sering liat oleh Skylar",🟢 AMAN,18.3%,0.1827360431307639,Weighted Average,0
@ArsyComel-y2w,"Capernya tetap OP 😂
Dari R7 sampek skylar   
Usia uda dewasa jeroan anak2",🔴 JUDOL,78.7%,0.787248604990571,Weighted Average,1
@rudygaming123,Bapak gua bang gak tau Skylar 😂😂,🟢 AMAN,11.3%,0.11280218697008725,Weighted Average,0
@karatachi-raysa,"saran aja, jangan kelamaan di muka lu nya bang, dikit dikit zoom muka lu",🟢 AMAN,18.4%,0.18391538230648163,Weighted Average,0
@fiqihsusilo1208,Music nya dari game PC yaitu Lost Saga..,🟢 AMAN,14.1%,0.14068745635889418,Weighted Average,0
@Itox122-j4t,Ini katak Bhizer bukan sih?,🟢 AMAN,13.9%,0.13872465208318932,Weighted Average,0
@rikikr30,Bang daffa Lampungnya bagian mana??,🟢 AMAN,17.4%,0.1738880253854798,Weighted Average,0
@Muslikan-ye4zx,"Kebanyakan editan,JD mles ngikuti lu",🟢 AMAN,13.1%,0.1312882620441015,Weighted Average,0
@MiftahulAhyar-h8y,Main sama Skylar=rame,🟢 AMAN,20.8%,0.20766776844475987,Weighted Average,0
@albasyaiban,Klimis amat bang rambut lu😅,🟢 AMAN,8.4%,0.08423598817662681,Weighted Average,0
@matcha77135,Skylar sp bg,🟢 AMAN,8.1%,0.08132145555511493,Weighted Average,0
@sandyndi4058,Masih menjadi misteri knp rata2 user fanny ga turtel🌝,🟢 AMAN,18.8%,0.18807892790156994,Weighted Average,0
@mamasW.s,Pringsewu bang daffa pasti tau 😂😂,🟢 AMAN,17.4%,0.17405265855554047,Weighted Average,0
@TuyulersTermux,bang banyakin konten Kayak Jeffry arga dong😂😂😂,🟢 AMAN,18.7%,0.18737043852821586,Weighted Average,0
@muhamadyusuf1206,Alergi turtle co wkwk,🟢 AMAN,9.8%,0.09770151462274143,Weighted Average,0
@IzyYftFF,Terlalu berisik lu bang,🟢 AMAN,17.2%,0.1716464894487812,Weighted Average,0
@its_henz,Udah nonton di skylar 👽,🟢 AMAN,15.7%,0.15699708705927387,Weighted Average,0
@LIMPROUmum,bang spill devicenya dong. hehe,🟢 AMAN,16.8%,0.16803423207266044,Weighted Average,0
@topgamerd7,😂😂😂😂,🟢 AMAN,15.6%,0.1561407931248676,Weighted Average,0
@topgamerd7,Hiii daffax i am Brazilian everything kuzz big fan 🇧🇷🇧🇷🇧🇷,🟢 AMAN,15.0%,0.15046420848354564,Weighted Average,0
@DikaSr-ze9ui,intronya🗿,🟢 AMAN,13.1%,0.13128616027659676,Weighted Average,0
@Petarung_abizz,Bang Jef? Buka cabang di Situbondo kan bang? Pernah liat kantor nya di Situbondo,🟢 AMAN,28.0%,0.2804174352301265,Weighted Average,0
@Ilhamawal-fq6df,"Famny first pick kenapa musuh gk ada yg counter ya, agak lain.",🟢 AMAN,16.9%,0.16884842349929857,Weighted Average,0
@speedamirudin906,Orang Lampung Tah bang daff??,🟢 AMAN,17.4%,0.17426466881371422,Weighted Average,0
@kinanendut,prank pake akun gede? mana pranknya?,🟢 AMAN,12.3%,0.12277056979427517,Weighted Average,0
@MuhammadZaky-ti6gw,Kapan live bg😊,🟢 AMAN,11.3%,0.11336691927039018,Weighted Average,0
@ceppirdaos8632,Bang lu yang tadi Mabar di cs Ama gue bukan yang dari TikTok,🟢 AMAN,26.0%,0.26037813735847903,Weighted Average,0
@allamnatlearning3655,"Ngetrol apaan skillnya standar, troll ketika mana nya tipis ya mudah di tebak blok mana tipis mana mungkin nyerang , lu sndiri dibawah ketakutan kalo dibilang beban troll nya 20%",🟢 AMAN,25.2%,0.25209401068218784,Weighted Average,0
@gamemoba-o2j,MAMA MA DOLAY SIAPA?😮,🟢 AMAN,18.5%,0.1852174195717904,Weighted Average,0
@TUANZAMA.,Bg daffa mirip katak bizer😂😂😂,🟢 AMAN,7.9%,0.07897201754291103,Weighted Average,0
@MR.PLATO31,Gue perna dengar tapi lupa coo,🟢 AMAN,27.7%,0.2768891266622842,Weighted Average,0
@MR.PLATO31,Bg nama back sound di vidio abang yg ini apa bg. Pernah dengar tapi lupa coooo. Back sound yg pas main nya itu bg,🟢 AMAN,9.3%,0.09250888600252287,Weighted Average,0
@megimega5982,6:18 tembus jir,🟢 AMAN,13.4%,0.1343398742845749,Weighted Average,0
@FujaAisyah,halow bang daff,🟢 AMAN,13.7%,0.13650674028132315,Weighted Average,0
@aprilbkl3983,Ciee tembus😂😊,🟢 AMAN,11.3%,0.1126696646937183,Weighted Average,0
@Cowok-Rese,Bkn ngetrol tapi emang separah itu skrg  para dark system di ml..,🟢 AMAN,21.9%,0.2188022888338821,Weighted Average,0
@berandaviral9131,"BISA GAK FACE CAM NYA JANGAN DI ZOOM SEGEDE LAYAR, LAGI MAKAN JADI GAK NAFSU 😫😫",🟢 AMAN,23.1%,0.23123806645974818,Weighted Average,0
@YadiAnsah-u9k,Gg sih,🟢 AMAN,12.6%,0.12572377078571956,Weighted Average,0
@Spawn-m9z,Sekarang bang Jeff jarang nongol ya bang di YouTube nya,🟢 AMAN,11.2%,0.1118507870850674,Weighted Average,0
@yann_esxy,"Bg daff, kapan make sekin fanny krismas nya?😅",🟢 AMAN,12.5%,0.12500324391725193,Weighted Average,0
@PAPAHANSEN-c1v,"Nyari apa?
Lagi nyari performa yang hilang🤪",🟢 AMAN,27.6%,0.2760108118008317,Weighted Average,0
@MuhammadMiftah-w3d,Di beli req boleh tuh,🟢 AMAN,12.1%,0.12097632136643939,Weighted Average,0
@goldencoreSure,"hallo sdh 1 tahunan gk ngunjungin channel elu,",🟢 AMAN,28.4%,0.28352090106200406,Weighted Average,0
@ZEdaff,Bang ajarin main Fanny bang gw mo jago pake fanny,🟢 AMAN,21.7%,0.21680697748223532,Weighted Average,0
@fahzriansyah8236,"Skylar palsu, Skylar g ada skin",🟢 AMAN,15.4%,0.15417064489925508,Weighted Average,0
@WandiSuteno,Skiler sapa cuk ngak kenal,🟢 AMAN,12.3%,0.12280611276257992,Weighted Average,0
@Fadhil381macun,Katak bijer main fanny😮,🟢 AMAN,14.6%,0.14605486154019648,Weighted Average,0
@maulanaarifki4965,Pakek hp apa dia coi,🟢 AMAN,6.9%,0.06890767909344979,Weighted Average,0
@tjandrauyee5737,Bang coba maen sama squadnya AXCYYL,🟢 AMAN,31.3%,0.3127701792626508,Weighted Average,0
@FalahMiftahul-f4j,GG bg dafa,🟢 AMAN,13.0%,0.13017817043741106,Weighted Average,0
@mycraft509,Prank swan bg,🟢 AMAN,6.9%,0.06918222524000373,Weighted Average,0
@Bangkiwwchannels,Sambil ngerokok gak pelanggaran kah?,🟢 AMAN,15.7%,0.15662098900102697,Weighted Average,0
@FadilDil-b6m,"akuu banyak belajar dari abang,jadi jangan sampe darat yaa main nyaa😡😡😡👊👊👊",🟢 AMAN,17.2%,0.17179358394412914,Weighted Average,0
@YakannnClipers,"Sebelum clode ,betrik nya dewa daff 🤘🤘🤘🤘",🟢 AMAN,35.8%,0.3584429181958896,Weighted Average,0
@ajimartaen5976,Bang Daffa cara main fanyy,🟢 AMAN,21.5%,0.21534656815330647,Weighted Average,0
@Retribusi_sion,333:333,🟢 AMAN,13.0%,0.13033685105972773,Weighted Average,0
@yogapratama-j5p,Kebanyakan sok oke nya,🟢 AMAN,16.9%,0.16853728560152717,Weighted Average,0
@MuhammadFakhri-os5dj,"Ad yg sama ga klo udh menang 4 yg ke 5 ny kalah berulang"" Kli",🟢 AMAN,22.2%,0.22234156686197415,Weighted Average,0
@lang-w2z,Kelaz bg,🟢 AMAN,8.4%,0.08400470213769998,Weighted Average,0
@bocilanomalus5,Hhh,🟢 AMAN,8.9%,0.0894940298817971,Weighted Average,0
@djirolu45,Minimal gamti nama lah biar org nonton ada greget jg. Klo kekgini mah skip,🟢 AMAN,14.5%,0.14508771170799148,Weighted Average,0
@chandie9294,"harusnya pake akun bot sihh lebih seru,mabarnya via VIP. Jd gak ketahuan jago fannynya",🟢 AMAN,36.9%,0.3688269517234042,Weighted Average,0
@Chanddev-ed2bc,Rjin ngudud skrng yaakkkkk,🟢 AMAN,17.3%,0.1733121574026628,Weighted Average,0
@ヘルディアンサ,Bang udh balik ke indo kmrn bukannya di kamboja katanya🗿,🟢 AMAN,14.9%,0.14916084629123855,Weighted Average,0
@HaikalID-b6q,Bang adu meriang samaa bang Dwi dong bang pliss,🟢 AMAN,13.7%,0.13659165937122644,Weighted Average,0
@dfgdontfollowgaming,back sound nya lost saga 😢,🟢 AMAN,8.6%,0.08553379216261638,Weighted Average,0
@DelPiero10-x,.,🟢 AMAN,14.1%,0.1410287070606565,Weighted Average,0
@verlyrianto9452,"Ga seru
Pura pura darat, Skylar pun tau klo darat paling lg ngeprank
Klo mau pake id random baru prank pura pura darat",🟢 AMAN,22.5%,0.22498270973305506,Weighted Average,0
@rianart2930,MAMA MA DOLAY saksi hidup sejarah apa tuh😂,🟢 AMAN,29.6%,0.29575713509081236,Weighted Average,0
@cakputra7055,daffa males ktemu lu di rank sumpah 😢 pngen gw unsubcribe,🟢 AMAN,20.4%,0.2035561485317377,Weighted Average,0
@ahmadnawawi2133,Asik sendiri 😂,🟢 AMAN,9.3%,0.0934999819300179,Weighted Average,0
@NaziLNGALAM,Bang kenapa kok nge rorw mulu wkwk 😂,🟢 AMAN,15.7%,0.15668822386465528,Weighted Average,0
@ADIT-w3c4d,Mabar sama RRQ sutsujin bg🗿,🟢 AMAN,4.7%,0.0467763306345128,Weighted Average,0
@ArdiannLicious,Bang Daffa akan jadi pro player di tim esport nih,🟢 AMAN,12.8%,0.1280423428326353,Weighted Average,0
@zontolss1,Jago juga bang katak main ml,🟢 AMAN,13.1%,0.13132445129691822,Weighted Average,0
@BadiAlfarell,Kpn konten sama Dwi Woii,🟢 AMAN,23.6%,0.23608489293829255,Weighted Average,0
@Rehannopri-g4j,Bng kpan luh main ana tetangga luh king zilong?,🟢 AMAN,26.8%,0.26829650899362234,Weighted Average,0
@PEMBURU_PAHLAWAN,Kok muka lu udah tua si bg g kaya dulu 🗿,🟢 AMAN,8.9%,0.08927392055924228,Weighted Average,0
@Andrean_eka,Ada kemiripan ama bng ler sih lu daf,🟢 AMAN,16.7%,0.1666398975278866,Weighted Average,0
@dimasgaming8923,Nama cou nya mengingatkan ku pada suatu tragedi dan seseorang 🗿,🟢 AMAN,8.5%,0.08548318612754707,Weighted Average,0
@SaputraPutra-ct6vg,Katawa gua jir,🟢 AMAN,8.5%,0.08508564142500394,Weighted Average,0
@ludfirizaldi6870,Jago teuing eta pani dapa 🥵,🟢 AMAN,11.9%,0.11880576433110862,Weighted Average,0
@Indry267,Ganteng² kok rokok nya esse😆,🟢 AMAN,15.4%,0.15399566876720808,Weighted Average,0
@AkudimanaBrazzer,MAMA MA DOLAY BG,🟢 AMAN,15.2%,0.15246222723894984,Weighted Average,0
@DjLuckyLukmanJoger,Siapa RRQ SKAYLAR itu Bang Adeknya RRQ LEMONARU Kah?,🟢 AMAN,7.3%,0.07280873653419988,Weighted Average,0
@harrysigalingging5836,Hp ap bg,🟢 AMAN,3.8%,0.03849769493694939,Weighted Average,0
@X_friend,"Dri skin orang sudah paham, jgn pakai skin biar emng fakta dikira darat 🥴",🟢 AMAN,16.3%,0.16330824076733425,Weighted Average,0
@Ardhyy666,Semakin alay ni bocah,🟢 AMAN,13.5%,0.13520412558349737,Weighted Average,0
@WahyuHidayat-xi4ly,"Sering"" bikin konten sama pro player daff,auto rame yg nonton🔥",🟢 AMAN,27.4%,0.2740663879662847,Weighted Average,0
@ZepAdamSukmana,Menit 12:45 gagal keren gara gara damage turet wkwkw,🟢 AMAN,15.1%,0.15141009123842558,Weighted Average,0
@Santaidulugaksih123,O̸̙͙̺̰͚͎̙͔̦͇͗̒̋͛̄͐̓̽̄͛́͂̀̑̕ͅͅͅy̷̧̰̲͍̝̘̗̩̑̇͐̾̽̏͊͑̇̃̉͜ 6͙̜̤ͩ̆ĝ̽̓̀͑f̵͖̜̉ͅư̡͕̭̇t̲̂̓ͩ̑c͕͗ͤ̕̕s̠҉͍͊ͅ,🔴 JUDOL,93.7%,0.9368386204861705,Override SVM (Keyword),1
@Anak_sulawesi_01,P,🟢 AMAN,34.5%,0.34534468863877066,Weighted Average,0
@Neoverse07,"tips mau Mabar sama pro player 
1. jago 🗿",🟢 AMAN,8.1%,0.08104817265451468,Weighted Average,0
@Riel_suk_muh,Panutan,🟢 AMAN,20.6%,0.20615726525130293,Weighted Average,0
@ofcangler3226,Lu jago knp gk ikut mpl,🟢 AMAN,7.2%,0.07169542129056829,Weighted Average,0
@irfanfadli6926,Mantap bg,🟢 AMAN,8.1%,0.08130282861902058,Weighted Average,0
@DzikriRahesakomara,Daffa mirip katak bhizer,🟢 AMAN,12.7%,0.126734409125618,Weighted Average,0
@agusajagapapa6450,Atraksi terus bg daffa,🟢 AMAN,8.4%,0.08386727641069215,Weighted Average,0
@DedeAurel-v1x,GG lu bng emng slut gua❤,🟢 AMAN,21.2%,0.21204222760723263,Weighted Average,0
@Adam-Hoii,liat nama MAMA MA DOLAY teringat kesah lama 2pro player 😂,🟢 AMAN,16.5%,0.16495542479139644,Weighted Average,0
@ayzan2016,Bng review build ku sama emblem bng pliss udh paket lengkap 🙏🙏🙏☺️,🟢 AMAN,6.9%,0.06869952814259365,Weighted Average,0
@kevingeming1159,"Apalah fanny darat modal ulti ga ngekill, recal,
Jagoan BLAZER GAMING",🟢 AMAN,28.4%,0.2840202869101765,Weighted Average,0
@clipfivem-y1p,ini vid kapan bang kok loby ny gtu,🟢 AMAN,11.6%,0.11571291532913815,Weighted Average,0
@franco-official.,Katanya lu ke kamboja bang🤣,🟢 AMAN,10.7%,0.10746044278047241,Weighted Average,0
@hallofaa,p,🟢 AMAN,34.5%,0.34534468863877066,Weighted Average,0
@Rensatoru,Giginyaa kuning anjayy😢,🟢 AMAN,10.6%,0.10649546984622127,Weighted Average,0
@cikaaaaa991,Aww🐣,🟢 AMAN,16.6%,0.16563116424446175,Weighted Average,0
@diancampaka6863,Geram banget gw liat turtle ny di cuekin😂,🟢 AMAN,13.3%,0.1333227117285121,Weighted Average,0
@Alemong25,Sehalbert nya jng beli duluan bng jadi gak sakit😂mending jdi build ke 3 atau ke 4 biar pedes damage nya😂,🟢 AMAN,10.9%,0.10931784757978551,Weighted Average,0
@fahrulgamingfanny,Trending broo,🟢 AMAN,14.9%,0.14891129579241294,Weighted Average,0
@Raveltzzz,Tetep karim tjs di gempuran fanny meriang,🟢 AMAN,20.9%,0.20858803648416874,Weighted Average,0
@paramoree17,Daffa ini mirip katak bhizer versi mobel lejen😂😂😂,🟢 AMAN,9.2%,0.09197160359452265,Weighted Average,0
@ariefgamingofficial12,"Daffa ini mirip,katak bizher njir",🟢 AMAN,8.0%,0.07968864093202709,Weighted Average,0
@aldirifkiansyah2957,Makin lama lu main tantrum bang😂,🟢 AMAN,10.0%,0.10001464021410228,Weighted Average,0
@AmmingCady,😅,🟢 AMAN,13.8%,0.1383406304300741,Weighted Average,0
@jellabing4362,"kok bg jeff, apa ada hubungan nya sma jefri arga ya bg?",🟢 AMAN,21.7%,0.2165592829546487,Weighted Average,0
@Restuu12,Gas trending,🟢 AMAN,14.6%,0.14621003287518544,Weighted Average,0
@pcngngcngnxd4872,player fany tergege,🟢 AMAN,15.8%,0.1580083463601241,Weighted Average,0
@oopeliok,Masi jagoan si rendi25 men dikit tapi.,🟢 AMAN,18.2%,0.18213729885937888,Weighted Average,0
@agusslebewagus5214,hdir bg,🟢 AMAN,7.0%,0.07045676991094213,Weighted Average,0
@BatuDingin-pq8oj,Mana geme 2nya bg,🟢 AMAN,16.2%,0.1615720617391739,Weighted Average,0
@anitarahma1980,Era sekarang makin banyak jago main fani..tp banyak pula counternya,🟢 AMAN,28.0%,0.2798149371040187,Weighted Average,0
@kangkhafidz,Daffa main di mpl😂,🟢 AMAN,24.0%,0.23971214933213633,Weighted Average,0
@ridahani8707,"biasa aja cok ddepan pro MPL liat gitu, jgn trllu bangga. Biasa aja. Bukan kelas, beda kelas antara joki dgn pro MPL.",🟢 AMAN,16.1%,0.16111238727961483,Weighted Average,0
@f.312.y9,Wajib kalo musuh pick fanny kita ambil ruby,🟢 AMAN,17.9%,0.17858755345372423,Weighted Average,0
@crazyudd_6255,GG DAFFA DAN DYFFA. COUPLE WKKWKWWW,🟢 AMAN,19.0%,0.19023820697197905,Weighted Average,0
@SakhoSoleh,sirontol,🟢 AMAN,13.7%,0.1374302001933275,Weighted Average,0
@Alessio-w5z,lihat MAMA MA DOLAY inget king ina jabran 🌚,🟢 AMAN,21.5%,0.21544039748888025,Weighted Average,0
@rizalmuaz1405,Bang coba kamu bewan fanny sama blazer siapa yang manang,🟢 AMAN,32.5%,0.3253488380301119,Weighted Average,0
@Sonic-OnicRizz,Mabar ama nnael bg,🟢 AMAN,12.7%,0.12708962254091893,Weighted Average,0
@Albi-enzo235,Jadi keinget tragedi mama ma dolay😂,🟢 AMAN,19.4%,0.19383854656330768,Weighted Average,0
@Ardiyansyah-zy2br,Ini sih lebih ke kombo ..daffa diffa,🟢 AMAN,17.3%,0.1731600162826479,Weighted Average,0
@ErikSultan-b9q,Mirip katak bhizer,🟢 AMAN,9.8%,0.09837590365236737,Weighted Average,0
@IlhamMaulana-v1w,Coba lihat ling. ling lihat esmeralda apanya,🟢 AMAN,19.7%,0.1966940430817916,Weighted Average,0
@MuhammadIlham-i6o,Ma mama dolay siapa ya bg,🟢 AMAN,18.9%,0.18895782372764938,Weighted Average,0
@who_rilzyyy,bang daffa pake ip brapa tuh?,🟢 AMAN,18.7%,0.18667555968161464,Weighted Average,0
@TomasYosafat,Untungnya gua masih epic😅 jadi GK pernah ketemu SMA yg beginian,🟢 AMAN,24.1%,0.24083985291632962,Weighted Average,0
@AgoRega,"Konten ini bukan prank,,, kalau prank kan seharus nya si Skylar gak tahu  kalau itu Daffa,,",🟢 AMAN,14.5%,0.14469127257502085,Weighted Average,0
@odidodid,Bang minta saldo dana boleh gk,🟢 AMAN,18.5%,0.18497831950363355,Weighted Average,0
@Riyu_96,"Bang saran kalo mau ngeprank pura2 darat sama pro player, coba nickname di ganti dulu bang kalo pake nickname asli proplayer udah gak penasaran.",🟢 AMAN,20.3%,0.20285492433365204,Weighted Average,0
@ferdianchristiadi2442,Orang lampung kah bang,🟢 AMAN,9.6%,0.0958826418149051,Weighted Average,0
@ruulcreamm4429,1.000,🟢 AMAN,20.5%,0.20461588454206028,Weighted Average,0
@AnisalailatulIfroh,Ini yang di tunggu tunggu ... Klw bisa pura pura cewek bang 😂... Bilang klw lgi bljar Fany 😅😅,🟢 AMAN,13.3%,0.1329130650793376,Weighted Average,0
@alfaboosss6426,Minimal ngeprank ganti nick name bng😂😂,🟢 AMAN,7.3%,0.07311841619723176,Weighted Average,0
@YusCopz,Keliatan botnya anemy😂,🟢 AMAN,10.2%,0.10222261492976542,Weighted Average,0
@indomiekariayam5436,"Pribadi gua seneng sama permainan RRq,cuma,muak sama fans nya,pada songong,RRq kalah nyalahin playernya",🟢 AMAN,14.5%,0.1451948985374418,Weighted Average,0
@ErlanggaSamudra-yn8ns,Bg coba Fanny pake war kay,🟢 AMAN,13.6%,0.1362913028191906,Weighted Average,0
@Filllboykins,Dafa (daki fantat),🟢 AMAN,25.1%,0.25126878276236897,Weighted Average,0
@razaarc,Makin sini makin kasar bg ngomong nya lu🗿,🟢 AMAN,13.5%,0.13508066943684927,Weighted Average,0
@Zarr_ajaaaa96,Daff botak kin rambut lu dong🗿,🟢 AMAN,10.3%,0.1030709217705111,Weighted Average,0
@TokyoRopenjer,Part 2 nya bang daf,🟢 AMAN,15.4%,0.15405070170757137,Weighted Average,0
@kaypee8901,Org gila aja yg gak puji lu bg😂,🟢 AMAN,9.8%,0.0978447691587313,Weighted Average,0
@FahrulGunawan-o7y,Janji bang Daffa 500 subscribe botak mana janji x nih🤣,🟢 AMAN,12.3%,0.12260091636194703,Weighted Average,0
@ardianto0672,MERIAANGGG🎉🎉❤❤❤,🟢 AMAN,16.6%,0.1660399161551032,Weighted Average,0
@yanuar2685,6 21 kok twmbus,🟢 AMAN,12.4%,0.12415675439126933,Weighted Average,0
@MuhammadHaniff-w2g,Mending gabung bang lain kali😅,🟢 AMAN,12.9%,0.12867373188676845,Weighted Average,0
@LangXmlbb616,Bikin konten bareng pro player kaya gini pasti rame bang di jamin,🟢 AMAN,37.8%,0.3779000822377787,Weighted Average,0
@ridhoSKYLINE,300 lepas ga bang tuh hp😂,🟢 AMAN,16.7%,0.1671903521423513,Weighted Average,0
@denymahendra6597,hadir bang daffa,🟢 AMAN,14.0%,0.14011606051051204,Weighted Average,0
@DenisTopre,Bang. Lok.  Skaylar,🟢 AMAN,16.1%,0.16052544821625622,Weighted Average,0
@MancingPinggiran01,Starsindrom😂,🟢 AMAN,4.2%,0.041949817758367924,Weighted Average,0
@raflifahrezi6550,Kepencet emotkah😂,🟢 AMAN,6.6%,0.06620436572225284,Weighted Average,0
@eggiramdhani803,Wahh salfok sama nick MAMA MA DOLAY pakek chou😮,🟢 AMAN,12.7%,0.12713061228051928,Weighted Average,0
@eggiramdhani803,Bang next konten bikin mabar sama squad GOD axcyl bg.. Penasaran kalo di combo sama fanny😊,🟢 AMAN,17.8%,0.1778337884916627,Weighted Average,0
@twoonearraafi,harusnya lu pake akun lain kalo mau prank,🟢 AMAN,20.1%,0.20074265098621344,Weighted Average,0
@abdulrohman-wh6uo,Ini user Fany ga ofjektip kura kura ga di bunuh,🟢 AMAN,27.3%,0.2726226398421545,Weighted Average,0
@AlginZharwa,Auuuuuuuu,🟢 AMAN,6.5%,0.06500865988365256,Weighted Average,0
@Herna_Nf,Pengen digendong ka daffa😂,🟢 AMAN,12.8%,0.12841263532345887,Weighted Average,0
@RIDHOZ603,Bang  plis give aku skin khaleed epic  itu aja ini id ku 146117504 (16071) udah like dan subscribe semoga Abang  sehat selalu amin,🟢 AMAN,13.7%,0.1368934106722838,Weighted Average,0
@PriyandaMrg,Ya more with pro player,🟢 AMAN,13.4%,0.133841453351531,Weighted Average,0
@humaidimaduddin851,rawrr candu,🟢 AMAN,9.7%,0.09726397801810396,Weighted Average,0
@Zeenzytk,Skyler live nya di mana sih,🟢 AMAN,20.7%,0.20666472152300144,Weighted Average,0
@MrRiuz-jh5fo,"pura"" darat tp pake nick asli? kan kocak",🟢 AMAN,11.5%,0.11529076519185234,Weighted Average,0
@PAKDENEMO,"Salfok sama main nya 
Tapi aku 
Salfok sama rokok nya",🟢 AMAN,22.7%,0.2274830565781532,Weighted Average,0
@penganggurantop,"nnton lagi ajalah ya , soalnya kemarin juga udh nnton di live wk😂
btw yg pake lance di UP ga nanti bg?",🟢 AMAN,16.5%,0.16542106116160746,Weighted Average,0
@bagusonce2054,elu belum tau fanny RRQ fahri,🟢 AMAN,16.9%,0.16891036545510096,Weighted Average,0
@MuhammadAhmad-bv8ez,6:19 kok nembus tembok ?,🟢 AMAN,19.7%,0.19670521654087195,Weighted Average,0
@santosoharry8652,BANG SEHARUS NYA NAMANYA DI GANTI TRUS DONASI SAWER NYA NAMA LAIN BIYAR SERU REAKSI NYA,🟢 AMAN,20.6%,0.20621173788642802,Weighted Average,0
@Mobillegendsclip,Gw heran dari epic-glory ada aj yg pick miya,🟢 AMAN,28.0%,0.27971145559495775,Weighted Average,0
@Agus-tq4nw,Gk pake bh lagi bang😅😅😅,🟢 AMAN,19.5%,0.19451987997987674,Weighted Average,0
@astoreofficial36,akhirnya gw liat kabel yg beginian,🟢 AMAN,25.3%,0.2525988352984289,Weighted Average,0
@AcepAkmal,Kelas Abang kuh tetap ilmu pengetahuan alam Abang kuh,🟢 AMAN,20.0%,0.19951711011165235,Weighted Average,0
@ALTRAGAMERS307,Kalau pranknya pakai akun real y Skylar dah tau kalau bg Daffa emg jago Fanny pasti Dy dah tau la di prank,🟢 AMAN,18.3%,0.18318785464216872,Weighted Average,0
@Fajri-vm8yy,Gua liattt Waktu ituu bang Daffa nglokk bang pascol Ampe banting hp,🟢 AMAN,22.6%,0.22618522096116964,Weighted Average,0
@Fajri-vm8yy,Kren sih sampe engeh gua liatttt Fanny bang daffaxml,🟢 AMAN,24.6%,0.24553337067758838,Weighted Average,0
@ohfahmi6119,investasi 100rb dap😂,🟢 AMAN,17.4%,0.1738941301065047,Weighted Average,0
@komangmertana80,Momen Daffa di trol publik sampai robek baju 😂,🟢 AMAN,14.4%,0.14414854140257874,Weighted Average,0
@PopTzy,Sumpah suka liat reaksi streamer tu,🟢 AMAN,14.9%,0.14910927232945517,Weighted Average,0
@niasonia3562,nah suka bngt kalo kontenya begini😅,🟢 AMAN,21.7%,0.2170300502056265,Weighted Average,0
@ranianjeli-d8e,ini mah faany daffi,🟢 AMAN,14.9%,0.14915835115790618,Weighted Average,0
@KacciAsam,up,🟢 AMAN,24.8%,0.2475491292358483,Weighted Average,0
@user-sy6fz5ei8t,Lah itu sih dyffa😢,🟢 AMAN,9.7%,0.09655516137600643,Weighted Average,0
@Xynn-s3d,Tembus tembok🤔,🟢 AMAN,19.4%,0.19411008132508023,Weighted Average,0
@muhammadriezman4524,2:03 kalo miya pasti Pascol wkwkwkwkk,🟢 AMAN,28.3%,0.28257571476396204,Weighted Average,0
@Jall2you,Gw beli 1jt bang hp nya,🟢 AMAN,9.8%,0.09775823079951139,Weighted Average,0
@4kchoou71,kok sekarang lu jadi toxic sih bang mandapa,🟢 AMAN,19.9%,0.19920206258853465,Weighted Average,0
@yogssmm,Daffa order Dyffa🗿,🟢 AMAN,11.8%,0.11788291721058154,Weighted Average,0
@aaaqqqhdhh1093,Dap gimana caranya mecahin lose streak 12 kali?,🟢 AMAN,15.3%,0.15337443730423092,Weighted Average,0
@Cacabstrd,Rwwrrrrrr canduu😂,🟢 AMAN,7.7%,0.07682406760172483,Weighted Average,0
@MATGARENG1092,Daffa bizerrr😂,🟢 AMAN,15.6%,0.15567765573118728,Weighted Average,0
@Masfahri-k4i,Bng yg versi lancenya jg bng,🟢 AMAN,6.2%,0.06229039923135894,Weighted Average,0
@ajisaputra3694,Main Fanny item tank dong bang daff,🟢 AMAN,15.4%,0.15402886419407275,Weighted Average,0
@SaldiNani-h1c,1:19 Fanny nyaa tembus tembok,🟢 AMAN,24.7%,0.24651039135597017,Weighted Average,0
@muhammadfatir2677,ahahaha,🟢 AMAN,11.3%,0.11300803648194661,Weighted Average,0
@Langgasukaceweimut,Ditunggu Daffa core part 2 😂,🟢 AMAN,18.3%,0.18328828674273434,Weighted Average,0
@emotionless9786,Kemarin gw liat di live nya skylar. GG banget bang👍👍,🟢 AMAN,13.1%,0.13094080613884593,Weighted Average,0
@MeksJr,"hp nya jgn di buang bang dappa .. buat ku aja , ak jg user pani tp hp ram 4 , tapi gantian ama anak hehe ..",🟢 AMAN,13.3%,0.13343891314668627,Weighted Average,0
@Rexxypenginmonteg,Siapa nih yang begadang demi sebuah bintang    aku aku aku,🟢 AMAN,20.8%,0.20786911548895565,Weighted Average,0
@bukankonten_oficial5321,Halo bg,🟢 AMAN,12.6%,0.12619250198299806,Weighted Average,0
@Riantzy969,Rener Apati from SKYLAR,🟢 AMAN,11.9%,0.1186404326212574,Weighted Average,0
